GEO_ID,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N
1500000US421010217004,"Block Group 4, Census Tract 217, Philadelphia County, Pennsylvania",1028,951,885,32,3,18,0,13,77,71,6,19,14,0,24,1,1,0,6,0,0,0,0,0,0,5,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010218001,"Block Group 1, Census Tract 218, Philadelphia County, Pennsylvania",2005,1866,1264,447,6,80,0,69,139,125,26,25,10,0,38,10,2,1,12,0,1,0,0,0,0,8,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010218002,"Block Group 2, Census Tract 218, Philadelphia County, Pennsylvania",1397,1285,920,266,0,78,0,21,112,107,36,13,4,0,40,9,0,0,4,0,0,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010218003,"Block Group 3, Census Tract 218, Philadelphia County, Pennsylvania",1022,950,415,482,2,38,0,13,72,65,24,8,16,0,8,0,4,0,5,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010219001,"Block Group 1, Census Tract 219, Philadelphia County, Pennsylvania",1492,1398,1165,122,2,84,0,25,94,89,26,6,24,0,31,0,0,2,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010220001,"Block Group 1, Census Tract 220, Philadelphia County, Pennsylvania",1446,1384,1135,156,0,83,0,10,62,62,10,1,10,0,28,2,0,0,5,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010231001,"Block Group 1, Census Tract 231, Philadelphia County, Pennsylvania",1285,1209,1096,48,5,42,2,16,76,69,10,4,25,0,25,2,2,0,0,0,0,0,0,1,0,7,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010235001,"Block Group 1, Census Tract 235, Philadelphia County, Pennsylvania",1108,1023,678,288,0,41,0,16,85,79,12,2,14,0,37,3,4,0,5,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010236001,"Block Group 1, Census Tract 236, Philadelphia County, Pennsylvania",1713,1588,879,645,1,34,1,28,125,117,35,2,19,2,47,6,3,0,3,0,0,0,0,0,0,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010236002,"Block Group 2, Census Tract 236, Philadelphia County, Pennsylvania",985,901,659,202,3,25,2,10,84,79,22,6,13,1,25,3,5,0,3,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010237001,"Block Group 1, Census Tract 237, Philadelphia County, Pennsylvania",2107,1931,770,1086,1,30,0,44,176,147,49,9,16,0,36,14,9,0,12,0,0,0,0,2,0,28,22,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010237002,"Block Group 2, Census Tract 237, Philadelphia County, Pennsylvania",900,852,291,536,1,12,0,12,48,43,21,5,6,0,4,4,3,0,0,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010237003,"Block Group 3, Census Tract 237, Philadelphia County, Pennsylvania",1843,1695,539,1081,3,42,0,30,148,134,49,8,13,0,32,15,6,0,10,1,0,0,0,0,0,13,6,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010238001,"Block Group 1, Census Tract 238, Philadelphia County, Pennsylvania",776,721,216,478,1,7,0,19,55,47,13,3,4,0,9,5,2,0,9,0,0,0,0,0,2,7,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010238002,"Block Group 2, Census Tract 238, Philadelphia County, Pennsylvania",749,676,311,326,3,14,0,22,73,62,26,7,2,1,11,8,1,0,6,0,0,0,0,0,0,7,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010238003,"Block Group 3, Census Tract 238, Philadelphia County, Pennsylvania",843,770,294,446,3,9,2,16,73,66,17,4,5,0,20,10,2,0,5,0,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010238004,"Block Group 4, Census Tract 238, Philadelphia County, Pennsylvania",922,852,308,500,2,19,0,23,70,60,19,3,8,2,15,5,2,0,6,0,0,0,0,0,0,8,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010238005,"Block Group 5, Census Tract 238, Philadelphia County, Pennsylvania",1151,1081,333,716,0,13,0,19,70,56,26,1,5,2,4,11,3,0,4,0,0,0,0,0,0,12,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010239001,"Block Group 1, Census Tract 239, Philadelphia County, Pennsylvania",1021,937,198,698,4,21,0,16,84,72,27,1,12,0,14,9,3,0,3,0,0,1,0,2,0,11,6,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010239002,"Block Group 2, Census Tract 239, Philadelphia County, Pennsylvania",836,793,373,219,2,160,1,38,43,42,3,0,12,1,16,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010240001,"Block Group 1, Census Tract 240, Philadelphia County, Pennsylvania",1884,1764,381,1281,9,29,4,60,120,98,34,9,5,0,22,13,3,2,7,0,0,0,0,0,3,13,2,1,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1500000US421010240002,"Block Group 2, Census Tract 240, Philadelphia County, Pennsylvania",1924,1796,629,1009,8,132,2,16,128,111,29,9,12,0,27,10,5,0,18,0,0,0,0,1,0,15,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010241001,"Block Group 1, Census Tract 241, Philadelphia County, Pennsylvania",1343,1272,266,959,5,17,0,25,71,67,18,6,6,11,6,13,2,0,5,0,0,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010242001,"Block Group 1, Census Tract 242, Philadelphia County, Pennsylvania",639,589,198,370,1,8,1,11,50,42,9,0,0,0,15,1,5,0,12,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010242002,"Block Group 2, Census Tract 242, Philadelphia County, Pennsylvania",1058,1033,114,871,5,4,0,39,25,20,12,0,0,0,4,0,3,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010242003,"Block Group 3, Census Tract 242, Philadelphia County, Pennsylvania",1153,1072,98,910,1,8,1,54,81,69,19,4,1,0,11,22,2,0,10,0,0,0,0,0,0,10,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010242004,"Block Group 4, Census Tract 242, Philadelphia County, Pennsylvania",1263,1233,114,1080,0,3,0,36,30,24,9,0,0,0,8,3,3,0,1,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010243001,"Block Group 1, Census Tract 243, Philadelphia County, Pennsylvania",860,823,106,666,4,16,1,30,37,32,12,4,2,0,6,4,1,0,2,0,0,1,0,0,0,5,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010243002,"Block Group 2, Census Tract 243, Philadelphia County, Pennsylvania",1386,1313,193,1074,0,15,3,28,73,68,30,3,4,0,13,7,5,0,5,0,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010243003,"Block Group 3, Census Tract 243, Philadelphia County, Pennsylvania",956,919,74,808,6,11,1,19,37,36,17,0,3,2,1,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010243004,"Block Group 4, Census Tract 243, Philadelphia County, Pennsylvania",676,637,93,518,0,8,0,18,39,32,12,2,3,2,7,2,0,0,3,0,0,0,0,1,0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010244001,"Block Group 1, Census Tract 244, Philadelphia County, Pennsylvania",853,810,52,735,6,1,2,14,43,36,8,2,2,0,14,6,1,1,1,0,0,1,0,0,0,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010244002,"Block Group 2, Census Tract 244, Philadelphia County, Pennsylvania",904,839,62,763,1,2,0,11,65,56,23,0,0,0,11,13,4,1,4,0,0,0,0,0,0,9,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010244003,"Block Group 3, Census Tract 244, Philadelphia County, Pennsylvania",1395,1303,56,1226,2,4,5,10,92,74,20,5,2,0,21,14,1,0,8,0,0,3,0,0,0,15,9,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010245001,"Block Group 1, Census Tract 245, Philadelphia County, Pennsylvania",2085,2003,138,1785,7,31,0,42,82,61,20,0,0,0,12,17,3,0,8,0,0,0,0,1,0,14,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
1500000US421010245002,"Block Group 2, Census Tract 245, Philadelphia County, Pennsylvania",2166,2050,114,1880,2,6,1,47,116,99,32,1,3,0,17,20,4,0,21,0,0,1,0,0,0,15,3,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010246001,"Block Group 1, Census Tract 246, Philadelphia County, Pennsylvania",806,764,101,629,5,3,2,24,42,39,16,0,0,0,10,4,0,0,7,0,0,1,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010246002,"Block Group 2, Census Tract 246, Philadelphia County, Pennsylvania",1264,1206,33,1115,2,5,5,46,58,46,21,0,2,1,2,19,0,0,1,0,0,0,0,0,0,12,8,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010246003,"Block Group 3, Census Tract 246, Philadelphia County, Pennsylvania",886,850,50,768,1,19,1,11,36,35,12,1,0,0,8,11,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010247001,"Block Group 1, Census Tract 247, Philadelphia County, Pennsylvania",1590,1496,179,1264,6,7,0,40,94,83,35,5,2,0,10,9,8,0,13,0,0,0,0,0,1,10,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010247002,"Block Group 2, Census Tract 247, Philadelphia County, Pennsylvania",1591,1524,75,1385,8,10,0,46,67,63,14,1,0,0,9,16,9,0,11,0,0,0,0,2,1,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010247003,"Block Group 3, Census Tract 247, Philadelphia County, Pennsylvania",1308,1250,29,1172,4,5,0,40,58,53,23,1,0,0,0,10,6,0,12,0,0,0,0,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010248001,"Block Group 1, Census Tract 248, Philadelphia County, Pennsylvania",740,708,13,683,4,1,1,6,32,30,5,4,0,1,0,17,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010248002,"Block Group 2, Census Tract 248, Philadelphia County, Pennsylvania",1172,1122,27,1078,1,1,0,15,50,38,10,3,0,0,0,12,1,2,8,0,0,2,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010249001,"Block Group 1, Census Tract 249, Philadelphia County, Pennsylvania",1232,1196,10,1145,12,10,0,19,36,33,16,0,0,0,5,10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010249002,"Block Group 2, Census Tract 249, Philadelphia County, Pennsylvania",643,618,7,596,2,7,0,6,25,25,11,2,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010249003,"Block Group 3, Census Tract 249, Philadelphia County, Pennsylvania",729,713,12,685,3,4,0,9,16,12,3,1,0,0,2,3,1,0,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010249004,"Block Group 4, Census Tract 249, Philadelphia County, Pennsylvania",808,768,33,717,3,3,0,12,40,32,10,0,1,0,1,12,5,0,2,0,0,0,0,1,0,7,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252001,"Block Group 1, Census Tract 252, Philadelphia County, Pennsylvania",931,888,45,819,0,5,0,19,43,30,8,0,1,0,1,14,3,0,3,0,0,0,0,0,0,13,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252002,"Block Group 2, Census Tract 252, Philadelphia County, Pennsylvania",820,794,87,680,11,4,0,12,26,23,7,1,2,0,1,0,5,0,7,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252003,"Block Group 3, Census Tract 252, Philadelphia County, Pennsylvania",969,896,50,823,6,0,0,17,73,68,35,1,2,0,2,14,2,0,12,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252004,"Block Group 4, Census Tract 252, Philadelphia County, Pennsylvania",1112,1069,49,997,0,1,0,22,43,41,21,0,2,0,1,13,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252005,"Block Group 5, Census Tract 252, Philadelphia County, Pennsylvania",922,871,48,798,1,4,1,19,51,47,24,0,3,0,3,3,3,0,10,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252006,"Block Group 6, Census Tract 252, Philadelphia County, Pennsylvania",1317,1265,163,1052,2,20,0,28,52,45,14,3,0,1,4,11,5,1,6,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010252007,"Block Group 7, Census Tract 252, Philadelphia County, Pennsylvania",1196,1155,57,1064,9,3,3,19,41,37,5,5,1,1,5,12,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010253001,"Block Group 1, Census Tract 253, Philadelphia County, Pennsylvania",968,919,65,829,4,6,0,15,49,44,23,0,5,0,4,6,0,2,4,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1500000US421010253002,"Block Group 2, Census Tract 253, Philadelphia County, Pennsylvania",787,740,82,632,1,9,1,15,47,29,17,1,0,0,4,2,3,0,2,0,0,0,0,0,0,15,8,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010253003,"Block Group 3, Census Tract 253, Philadelphia County, Pennsylvania",732,671,63,566,5,17,0,20,61,53,32,4,3,0,2,2,7,0,2,0,0,1,0,0,0,7,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010253004,"Block Group 4, Census Tract 253, Philadelphia County, Pennsylvania",747,709,119,567,3,14,0,6,38,36,12,4,2,0,7,4,3,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010253005,"Block Group 5, Census Tract 253, Philadelphia County, Pennsylvania",625,579,62,500,1,1,0,15,46,41,24,0,2,0,1,14,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010254001,"Block Group 1, Census Tract 254, Philadelphia County, Pennsylvania",744,716,24,663,2,17,0,10,28,28,9,0,0,0,3,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010254002,"Block Group 2, Census Tract 254, Philadelphia County, Pennsylvania",1195,1145,103,1008,1,9,0,24,50,49,24,1,4,0,3,9,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010254003,"Block Group 3, Census Tract 254, Philadelphia County, Pennsylvania",876,841,86,730,7,7,0,11,35,35,9,0,2,0,8,5,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010254004,"Block Group 4, Census Tract 254, Philadelphia County, Pennsylvania",1337,1250,215,1003,2,15,0,15,87,74,33,2,4,2,3,13,5,0,11,0,0,0,0,0,1,11,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010255001,"Block Group 1, Census Tract 255, Philadelphia County, Pennsylvania",690,649,301,315,3,20,0,10,41,36,13,2,5,0,11,3,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010255002,"Block Group 2, Census Tract 255, Philadelphia County, Pennsylvania",1202,1089,386,668,3,14,1,17,113,108,46,3,13,0,30,12,1,0,3,0,0,0,0,0,0,5,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010255003,"Block Group 3, Census Tract 255, Philadelphia County, Pennsylvania",775,702,368,309,2,13,0,10,73,63,13,5,13,0,24,2,2,0,4,0,0,0,0,0,0,9,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1500000US421010256001,"Block Group 1, Census Tract 256, Philadelphia County, Pennsylvania",1029,970,508,434,0,19,0,9,59,47,17,3,6,0,15,3,3,0,0,0,0,0,0,0,0,9,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1500000US421010256002,"Block Group 2, Census Tract 256, Philadelphia County, Pennsylvania",722,669,339,301,2,16,1,10,53,48,14,5,6,0,13,0,2,0,7,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010256003,"Block Group 3, Census Tract 256, Philadelphia County, Pennsylvania",858,787,479,270,2,17,0,19,71,64,22,5,15,0,19,3,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010257001,"Block Group 1, Census Tract 257, Philadelphia County, Pennsylvania",842,788,657,89,3,33,0,6,54,48,6,1,4,0,25,3,1,1,6,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1500000US421010257002,"Block Group 2, Census Tract 257, Philadelphia County, Pennsylvania",715,658,573,52,3,13,1,16,57,52,8,3,9,0,28,1,1,0,2,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500000US421010257003,"Block Group 3, Census Tract 257, Philadelphia County, Pennsylvania",744,703,194,433,0,66,0,10,41,39,15,2,4,0,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
